County,County,State,T_TTL_EST1,T_TTL_MOE1,T_5_17y_TTL_EST2,T_5_17y_TTL_MOE2,T_5_17y_SpOEng_TTL_EST3,T_5_17y_SpOEng_TTL_MOE3,T_5_17y_SpSpan_TTL_EST4,T_5_17y_SpSpan_TTL_MOE4,T_5_17y_SpSpan_SpEngVW_TTL_EST5,T_5_17y_SpSpan_SpEngVW_TTL_MOE5,T_5_17y_SpSpan_SpEngW_TTL_EST6,T_5_17y_SpSpan_SpEngW_TTL_MOE6,T_5_17y_SpSpan_SpEngNoW_TTL_EST7,T_5_17y_SpSpan_SpEngNoW_TTL_MOE7,T_5_17y_SpSpan_SpEngNoA_TTL_EST8,T_5_17y_SpSpan_SpEngNoA_TTL_MOE8,T_5_17y_SpOIEL_TTL_EST9,T_5_17y_SpOIEL_TTL_MOE9,T_5_17y_SpOIEL_SpEngVW_TTL_EST10,T_5_17y_SpOIEL_SpEngVW_TTL_MOE10,T_5_17y_SpOIEL_SpEngW_TTL_EST11,T_5_17y_SpOIEL_SpEngW_TTL_MOE11,T_5_17y_SpOIEL_SpEngNoW_TTL_EST12,T_5_17y_SpOIEL_SpEngNoW_TTL_MOE12,T_5_17y_SpOIEL_SpEngNoA_TTL_EST13,T_5_17y_SpOIEL_SpEngNoA_TTL_MOE13,T_5_17y_SpAPIL_TTL_EST14,T_5_17y_SpAPIL_TTL_MOE14,T_5_17y_SpAPIL_SpEngVW_TTL_EST15,T_5_17y_SpAPIL_SpEngVW_TTL_MOE15,T_5_17y_SpAPIL_SpEngW_TTL_EST16,T_5_17y_SpAPIL_SpEngW_TTL_MOE16,T_5_17y_SpAPIL_SpEngNoW_TTL_EST17,T_5_17y_SpAPIL_SpEngNoW_TTL_MOE17,T_5_17y_SpAPIL_SpEngNoA_TTL_EST18,T_5_17y_SpAPIL_SpEngNoA_TTL_MOE18,T_5_17y_SpOthL_TTL_EST19,T_5_17y_SpOthL_TTL_MOE19,T_5_17y_SpOthL_SpEngVW_TTL_EST20,T_5_17y_SpOthL_SpEngVW_TTL_MOE20,T_5_17y_SpOthL_SpEngW_TTL_EST21,T_5_17y_SpOthL_SpEngW_TTL_MOE21,T_5_17y_SpOthL_SpEngNoW_TTL_EST22,T_5_17y_SpOthL_SpEngNoW_TTL_MOE22,T_5_17y_SpOthL_SpEngNoA_TTL_EST23,T_5_17y_SpOthL_SpEngNoA_TTL_MOE23,T_18_64y_TTL_EST24,T_18_64y_TTL_MOE24,T_18_64y_SpOEng_TTL_EST25,T_18_64y_SpOEng_TTL_MOE25,T_18_64y_SpSpan_TTL_EST26,T_18_64y_SpSpan_TTL_MOE26,T_18_64y_SpSpan_SpEngVW_TTL_EST27,T_18_64y_SpSpan_SpEngVW_TTL_MOE27,T_18_64y_SpSpan_SpEngW_TTL_EST28,T_18_64y_SpSpan_SpEngW_TTL_MOE28,T_18_64y_SpSpan_SpEngNoW_TTL_EST29,T_18_64y_SpSpan_SpEngNoW_TTL_MOE29,T_18_64y_SpSpan_SpEngNoA_TTL_EST30,T_18_64y_SpSpan_SpEngNoA_TTL_MOE30,T_18_64y_SpOIEL_SpEngNoW_TTL_EST31,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE31,T_18_64y_SpOIEL_SpEngVW_TTL_EST32,T_18_64y_SpOIEL_SpEngVW_TTL_MOE32,T_18_64y_SpOIEL_SpEngW_TTL_EST33,T_18_64y_SpOIEL_SpEngW_TTL_MOE33,T_18_64y_SpOIEL_SpEngNoW_TTL_EST34,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE34,T_18_64y_SpOIEL_SpEngNoA_TTL_EST35,T_18_64y_SpOIEL_SpEngNoA_TTL_MOE35,T_18_64y_SpAPIL_TTL_EST36,T_18_64y_SpAPIL_TTL_MOE36,T_18_64y_SpAPIL_SpEngVW_TTL_EST37,T_18_64y_SpAPIL_SpEngVW_TTL_MOE37,T_18_64y_SpAPIL_SpEngW_TTL_EST38,T_18_64y_SpAPIL_SpEngW_TTL_MOE38,T_18_64y_SpAPIL_SpEngNoW_TTL_EST39,T_18_64y_SpAPIL_SpEngNoW_TTL_MOE39,T_18_64y_SpAPIL_SpEngNoA_TTL_EST40,T_18_64y_SpAPIL_SpEngNoA_TTL_MOE40,T_18_64y_SpOthL_TTL_EST41,T_18_64y_SpOthL_TTL_MOE41,T_18_64y_SpOthL_SpEngVW_TTL_EST42,T_18_64y_SpOthL_SpEngVW_TTL_MOE42,T_18_64y_SpOthL_SpEngW_TTL_EST43,T_18_64y_SpOthL_SpEngW_TTL_MOE43,T_18_64y_SpOthL_SpEngNoW_TTL_EST44,T_18_64y_SpOthL_SpEngNoW_TTL_MOE44,T_18_64y_SpOthL_SpEngNoA_TTL_EST45,T_18_64y_SpOthL_SpEngNoA_TTL_MOE45,T_65y_TTL_EST46,T_65y_TTL_MOE46,T_65y_SpOEng_TTL_EST47,T_65y_SpOEng_TTL_MOE47,T_65y_SpSpan_TTL_EST48,T_65y_SpSpan_TTL_MOE48,T_65y_SpSpan_SpEngVW_TTL_EST49,T_65y_SpSpan_SpEngVW_TTL_MOE49,T_65y_SpSpan_SpEngW_TTL_EST50,T_65y_SpSpan_SpEngW_TTL_MOE50,T_65y_SpSpan_SpEngNoW_TTL_EST51,T_65y_SpSpan_SpEngNoW_TTL_MOE51,T_65y_SpSpan_SpEngNoA_TTL_EST52,T_65y_SpSpan_SpEngNoA_TTL_MOE52,T_65y_SpOIEL_TTL_EST53,T_65y_SpOIEL_TTL_MOE53,T_65y_SpOIEL_SpEngVW_TTL_EST54,T_65y_SpOIEL_SpEngVW_TTL_MOE54,T_65y_SpOIEL_SpEngW_TTL_EST55,T_65y_SpOIEL_SpEngW_TTL_MOE55,T_65y_SpOIEL_SpEngNoW_TTL_EST56,T_65y_SpOIEL_SpEngNoW_TTL_MOE56,T_65y_SpOIEL_SpEngNoA_TTL_EST57,T_65y_SpOIEL_SpEngNoA_TTL_MOE57,T_65y_SpAPIL_TTL_EST58,T_65y_SpAPIL_TTL_MOE58,T_65y_SpAPIL_SpEngVW_TTL_EST59,T_65y_SpAPIL_SpEngVW_TTL_MOE59,T_65y_SpAPIL_SpEngW_TTL_EST60,T_65y_SpAPIL_SpEngW_TTL_MOE60,T_65y_SpAPIL_SpEngNoW_TTL_EST61,T_65y_SpAPIL_SpEngNoW_TTL_MOE61,T_65y_SpAPIL_SpEngNoA_TTL_EST62,T_65y_SpAPIL_SpEngNoA_TTL_MOE62,T_65y_SpOthL_TTL_EST63,T_65y_SpOthL_TTL_MOE63,T_65y_SpOthL_SpEngVW_TTL_EST64,T_65y_SpOthL_SpEngVW_TTL_MOE64,T_65y_SpOthL_SpEngW_TTL_EST65,T_65y_SpOthL_SpEngW_TTL_MOE65,T_65y_SpOthL_SpEngNoW_TTL_EST66,T_65y_SpOthL_SpEngNoW_TTL_MOE66,T_65y_SpOthL_SpEngNoA_TTL_EST67,T_65y_SpOthL_SpEngNoA_TTL_MOE67,GEOID,ANSICODE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
"Sanpete County, Utah",Sanpete County, Utah,7361,±653,1572,±292,1572,±292,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,4117,±413,3982,±405,93,±45,93,±45,0,±23,0,±23,0,±23,42,±58,42,±58,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,1672,±189,1655,±188,1,±2,1,±2,0,±23,0,±23,0,±23,16,±17,16,±17,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,49039,1448033,4117605584,32165095,1589.816,12.419,39.373426,-111.576933
"Santa Barbara County, California",Santa Barbara County, California,33119,"±1,603",3796,±634,3636,±629,44,±36,32,±30,0,±31,12,±20,0,±31,32,±37,32,±37,0,±31,0,±31,0,±31,84,±122,84,±122,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,17995,"±1,081",17510,"±1,081",392,±132,317,±132,20,±27,55,±68,0,±31,52,±44,39,±33,4,±6,9,±15,0,±31,23,±30,6,±10,17,±28,0,±31,0,±31,18,±25,18,±25,0,±31,0,±31,0,±31,11328,±684,11119,±693,161,±72,144,±67,0,±31,17,±27,0,±31,48,±34,44,±34,0,±31,4,±6,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6083,277306,7080858282,2729215451,2733.935,1053.756,34.536677,-120.038364
"Santa Clara County, California",Santa Clara County, California,86935,"±2,918",10592,"±1,042",9643,±991,315,±204,297,±207,18,±27,0,±31,0,±31,182,±107,173,±104,9,±15,0,±31,0,±31,389,±138,353,±132,36,±34,0,±31,0,±31,63,±69,63,±69,0,±31,0,±31,0,±31,51723,"±2,039",49779,"±1,977",1046,±365,898,±327,136,±126,12,±14,0,±31,579,±197,579,±197,0,±31,0,±31,0,±31,305,±107,231,±94,62,±54,12,±20,0,±31,14,±15,14,±15,0,±31,0,±31,0,±31,24620,"±1,127",24005,"±1,148",345,±129,321,±131,0,±31,24,±22,0,±31,213,±73,204,±71,9,±16,0,±31,0,±31,57,±47,45,±43,0,±31,12,±17,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6085,277307,3343892723,33595850,1291.084,12.971,37.221614,-121.68954
"Santa Cruz County, California",Santa Cruz County, California,26398,"±1,646",2252,±477,2211,±476,35,±37,24,±32,11,±12,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,4,±6,4,±6,0,±31,0,±31,0,±31,2,±5,2,±5,0,±31,0,±31,0,±31,15700,"±1,051",15139,"±1,032",310,±117,310,±117,0,±31,0,±31,0,±31,136,±100,136,±100,0,±31,0,±31,0,±31,67,±65,67,±65,0,±31,0,±31,0,±31,48,±49,48,±49,0,±31,0,±31,0,±31,8446,±784,8181,±758,164,±84,140,±75,5,±7,19,±22,0,±31,85,±77,27,±23,0,±31,58,±76,0,±31,16,±19,16,±19,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6087,277308,1152818088,419720203,445.106,162.055,37.012347,-122.007789
"Santa Fe County, New Mexico",Santa Fe County, New Mexico,16067,"±1,381",1533,±490,1533,±490,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,7888,±848,7446,±844,319,±205,317,±205,0,±31,2,±3,0,±31,123,±100,116,±99,7,±12,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6646,±577,6416,±575,176,±62,154,±60,15,±17,7,±10,0,±31,52,±31,40,±29,12,±13,0,±31,0,±31,1,±3,1,±3,0,±31,0,±31,0,±31,1,±2,1,±2,0,±31,0,±31,0,±31,35049,933322,4947861290,2643021,1910.38,1.02,35.514531,-105.963972
"Santa Rosa County, Florida",Santa Rosa County, Florida,21503,"±1,957",2378,±502,2378,±502,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,13201,"±1,322",13142,"±1,326",47,±45,30,±43,17,±29,0,±34,0,±34,12,±19,12,±19,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,5924,±721,5846,±725,58,±51,47,±46,11,±21,0,±34,0,±34,20,±32,20,±32,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,12113,306914,2622106399,543294939,1012.401,209.767,30.675348,-87.018919
"Sarasota County, Florida",Sarasota County, Florida,47643,"±2,058",2893,±586,2843,±585,50,±54,50,±54,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,18139,"±1,206",17734,"±1,206",215,±124,186,±111,0,±34,29,±47,0,±34,190,±110,163,±97,0,±34,27,±40,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,26611,"±1,394",26406,"±1,375",130,±109,75,±86,13,±16,42,±67,0,±34,69,±54,69,±54,0,±34,0,±34,0,±34,6,±9,6,±9,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,12115,295741,1440049632,1086618344,556.006,419.546,27.225327,-82.423714
"Saratoga County, New York",Saratoga County, New York,29011,"±1,547",4036,±633,3941,±618,39,±35,25,±27,0,±30,14,±22,0,±30,56,±69,56,±69,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,17767,"±1,070",17546,"±1,063",155,±121,77,±67,18,±32,60,±93,0,±30,66,±69,66,±69,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,7208,±602,7158,±597,5,±7,5,±7,0,±30,0,±30,0,±30,45,±35,39,±34,0,±30,6,±10,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,36091,974143,2097812305,87488004,809.97,33.779,43.106135,-73.855387
"Sarpy County, Nebraska",Sarpy County, Nebraska,18513,"±1,186",3178,±479,3169,±478,9,±13,0,±23,0,±23,9,±13,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,11742,±891,11537,±891,133,±94,96,±76,37,±60,0,±23,0,±23,72,±45,62,±42,10,±16,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,3593,±351,3545,±347,24,±26,24,±26,0,±23,0,±23,0,±23,24,±26,24,±26,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,31153,835898,616679696,24397780,238.101,9.42,41.115064,-96.109125
"Schenectady County, New York",Schenectady County, New York,14362,"±1,157",2056,±432,2020,±427,36,±44,36,±44,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,8773,±858,8704,±863,45,±41,30,±28,15,±29,0,±30,0,±30,24,±29,24,±29,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,3533,±404,3513,±404,14,±15,7,±12,7,±10,0,±30,0,±30,6,±8,6,±8,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,36093,974144,530089712,12366944,204.669,4.775,42.817552,-74.043559
"Schuylkill County, Pennsylvania",Schuylkill County, Pennsylvania,6903,±613,839,±219,814,±209,14,±23,14,±23,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,11,±17,11,±17,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,4058,±530,3992,±532,17,±23,17,±23,0,±27,0,±27,0,±27,9,±15,9,±15,0,±27,0,±27,0,±27,40,±62,40,±62,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,2006,±227,1982,±226,3,±4,3,±4,0,±27,0,±27,0,±27,19,±21,19,±21,0,±27,0,±27,0,±27,2,±3,2,±3,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,42107,1213685,2016509910,10820294,778.579,4.178,40.703682,-76.217788
"Scott County, Iowa",Scott County, Iowa,14597,"±1,190",2233,±565,2218,±562,13,±20,0,±24,0,±24,13,±20,0,±24,2,±4,2,±4,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,7938,±778,7813,±776,79,±47,60,±38,0,±24,19,±26,0,±24,31,±47,31,±47,0,±24,0,±24,0,±24,15,±20,4,±8,0,±24,11,±18,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,4426,±388,4408,±386,18,±30,18,±30,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,0,±24,19163,465270,1186463532,26196368,458.096,10.114,41.642079,-90.622289
"Scott County, Kentucky",Scott County, Kentucky,7362,±938,1510,±363,1490,±366,20,±30,0,±29,0,±29,20,±30,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,4480,±588,4472,±587,8,±13,8,±13,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,1372,±251,1347,±252,5,±8,5,±8,0,±29,0,±29,0,±29,20,±28,20,±28,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,21209,516951,730870979,8350617,282.191,3.224,38.28571,-84.57834
"Scott County, Minnesota",Scott County, Minnesota,7800,±838,1528,±491,1528,±491,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,4739,±505,4725,±511,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,14,±29,0,±22,0,±22,14,±29,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,1533,±211,1533,±211,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,27139,659514,922320608,31800969,356.11,12.278,44.651811,-93.533733
"Sebastian County, Arkansas",Sebastian County, Arkansas,8699,"±1,095",1119,±332,1115,±331,4,±7,0,±30,0,±30,4,±7,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,4970,±711,4939,±697,16,±28,16,±28,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,15,±22,15,±22,0,±30,0,±30,0,±30,2610,±501,2585,±498,9,±14,9,±14,0,±30,0,±30,0,±30,7,±11,7,±11,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,9,±15,9,±15,0,±30,0,±30,0,±30,5131,69181,1375756968,34511829,531.183,13.325,35.196981,-94.274989
"Sedgwick County, Kansas",Sedgwick County, Kansas,48880,"±2,150",7459,±976,7260,±976,146,±85,133,±85,13,±21,0,±26,0,±26,15,±21,15,±21,0,±26,0,±26,0,±26,38,±43,38,±43,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,27727,"±1,483",26981,"±1,422",626,±313,548,±319,47,±56,31,±32,0,±26,41,±35,41,±35,0,±26,0,±26,0,±26,54,±45,41,±39,13,±23,0,±26,0,±26,25,±36,25,±36,0,±26,0,±26,0,±26,13694,"±1,030",13562,"±1,012",85,±52,77,±51,8,±12,0,±26,0,±26,47,±49,41,±47,0,±26,6,±9,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,20173,485049,2582051703,31558986,996.936,12.185,37.681045,-97.461054
"Seminole County, Florida",Seminole County, Florida,39191,"±2,282",5391,±860,5235,±837,57,±63,9,±15,0,±34,48,±60,0,±34,99,±144,99,±144,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,23795,"±1,509",23364,"±1,483",269,±127,223,±120,40,±34,6,±9,0,±34,109,±93,104,±93,5,±10,0,±34,0,±34,53,±67,53,±67,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,10005,±901,9825,±901,89,±56,81,±55,0,±34,8,±13,0,±34,74,±44,62,±45,0,±34,12,±20,0,±34,17,±22,6,±9,0,±34,11,±20,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,12117,303665,801288980,93135089,309.379,35.96,28.690065,-81.131975
"Sevier County, Tennessee",Sevier County, Tennessee,12193,"±1,460",909,±356,899,±354,10,±18,0,±31,0,±31,10,±18,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,7672,"±1,145",7537,"±1,130",116,±88,106,±87,0,±31,10,±17,0,±31,19,±26,19,±26,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,3612,±506,3592,±506,16,±27,16,±27,0,±31,0,±31,0,±31,4,±6,4,±6,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,47155,1639789,1534599867,13427921,592.512,5.185,35.787822,-83.5249
"Shasta County, California",Shasta County, California,19309,"±1,134",2310,±530,2300,±530,10,±13,10,±13,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,10397,±696,10252,±687,76,±53,69,±51,7,±11,0,±31,0,±31,36,±41,14,±23,22,±38,0,±31,0,±31,33,±41,33,±41,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6602,±525,6517,±516,55,±34,46,±30,9,±15,0,±31,0,±31,30,±24,30,±24,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6089,1682610,9778892920,185816636,3775.652,71.744,40.760514,-122.043556
"Shawnee County, Kansas",Shawnee County, Kansas,32346,"±2,011",5126,±739,5126,±739,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,20043,"±1,430",19997,"±1,430",19,±21,19,±21,0,±26,0,±26,0,±26,15,±17,15,±17,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,12,±18,12,±18,0,±26,0,±26,0,±26,7177,±629,7136,±633,28,±34,20,±31,8,±12,0,±26,0,±26,13,±22,13,±22,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,20177,485051,1409020132,30313507,544.026,11.704,39.041805,-95.755664
"Shelby County, Alabama",Shelby County, Alabama,27630,"±2,036",3827,±680,3800,±673,27,±44,4,±8,23,±43,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,16928,"±1,376",16730,"±1,367",83,±70,83,±70,0,±30,0,±30,0,±30,35,±51,35,±51,0,±30,0,±30,0,±30,80,±81,80,±81,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,6875,±683,6824,±678,25,±32,25,±32,0,±30,0,±30,0,±30,26,±26,22,±25,0,±30,4,±8,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,1117,161584,2034280320,62287592,785.44,24.049,33.266893,-86.661007
"Shelby County, Tennessee",Shelby County, Tennessee,51663,"±2,533",6513,±751,6410,±744,96,±62,64,±40,32,±47,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,7,±13,7,±13,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,30597,"±1,811",30204,"±1,808",258,±94,251,±93,0,±31,7,±11,0,±31,117,±72,90,±64,27,±31,0,±31,0,±31,18,±23,18,±23,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,14553,±857,14450,±850,86,±58,58,±50,28,±27,0,±31,0,±31,17,±22,17,±22,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,47157,1639790,1969826786,51308328,760.554,19.81,35.184553,-89.894612
"Shiawassee County, Michigan",Shiawassee County, Michigan,9379,±763,1114,±244,1102,±242,12,±16,12,±16,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,5555,±561,5509,±563,28,±31,28,±31,0,±26,0,±26,0,±26,18,±18,18,±18,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,2710,±239,2693,±238,0,±26,0,±26,0,±26,0,±26,0,±26,10,±18,10,±18,0,±26,0,±26,0,±26,7,±11,7,±11,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,26155,1623018,1375198040,25833543,530.967,9.974,42.951545,-84.146352
"Skagit County, Washington",Skagit County, Washington,15362,"±1,004",1637,±310,1608,±317,6,±6,6,±6,0,±30,0,±30,0,±30,21,±35,0,±30,0,±30,21,±35,0,±30,2,±3,2,±3,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,8243,±737,8107,±733,39,±31,39,±31,0,±30,0,±30,0,±30,70,±54,31,±28,39,±46,0,±30,0,±30,27,±40,27,±40,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,5482,±366,5398,±362,48,±33,44,±33,2,±3,2,±3,0,±30,13,±10,13,±10,0,±30,0,±30,0,±30,23,±27,23,±27,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,53057,1531402,4481277789,483821018,1730.231,186.804,48.493292,-121.81577
"Smith County, Texas",Smith County, Texas,21003,"±1,640",2711,±561,2681,±563,30,±41,30,±41,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,11151,"±1,029",11053,"±1,024",74,±47,74,±47,0,±34,0,±34,0,±34,24,±25,24,±25,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,7141,±728,7101,±731,40,±36,40,±36,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,48423,1383997,2386604718,73163264,921.473,28.248,32.375105,-95.268939
